StackNumber,Protons,PX,PY,PZ,P2P3,P12,PE,SlotOrien,SlotSpin,Tcount,CanBind,h6,ep5,ps5,h4,ep3,ps3,h2,ep1,ps1,h1,ep2,ps2,h3,ep4,ps4,h5,ep6,ps6,h7,Cfhole,Hloc,h6x,h6y,h6z,p5x,p5y,p5z,h4x,h4y,h4z,p3x,p3y,p3z,h2x,h2y,h2z,p1x,p1y,p1z,h1x,h1y,h1z,p2x,p2y,p2z,h3x,h3y,h3z,p4x,p4y,p4z,h5x,h5y,h5z,p6x,p6y,p6z,h7x,h7y,h7z,Neutrons,N1N2,N1,N2,N3,N4,N5,N6,n1x,n1y,n1z,n2x,n2y,n2z,n3x,n3y,n3z,n4x,n4y,n4z,n5x,n5y,n5z,n6x,n6y,n6z,Electrons,e1x,e1y,e1z,e2x,e2y,e2z,e3x,e3y,e3z,e4x,e4y,e4z,e5x,e5y,e5z,e6x,e6y,e6z,,,,,,,,,,,,,,,
69,6,0.0,0.0,0.0,0.3,0.295,0.0648,Z,A,2,Y,,T,L,,T,L,bt,B,R,,B,R,,B,R,,B,R,,bt2,h2z,0.0,0.0,0,0.0,0.0,0.9,0.0,0.0,0,0.0,0.0,0.6,0.0,0.0,0.3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-0.3,0.0,0.0,0,0.0,0.0,-0.6,0.0,0.0,0,0.0,0.0,-0.9,0.0,0.0,0,6,0.45,0,2,1,1,1,1,0.15,0.0,0.15,0.15,0.0,0.15,0.15,0.0,-0.15,0.15,0.0,0.15,0.15,0.0,-0.15,0.15,0.0,0.15,A,0.045,0.0,-0.0648,0.045,0.0,-0.0648,0.045,0.0,0.0648,0.045,0.0,-0.0648,0.045,0.0,0.0648,0.045,0.0,-0.0648,,,,,,,,,,,,,,,
70,6,0.0,0.0,0.0,0.3,0.295,0.0648,Z,V,2,Y,,T,R,,T,R,bt,B,L,,B,L,,B,L,,B,L,,bt2,h2z,0.0,0.0,0,0.0,0.0,0.9,0.0,0.0,0,0.0,0.0,0.6,0.0,0.0,0.3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-0.3,0.0,0.0,0,0.0,0.0,-0.6,0.0,0.0,0,0.0,0.0,-0.9,0.0,0.0,0,6,0.45,0,2,1,1,1,1,0.15,0.0,0.15,0.15,0.0,0.15,0.15,0.0,-0.15,0.15,0.0,0.15,0.15,0.0,-0.15,0.15,0.0,0.15,V,0.045,0.0,-0.0648,0.045,0.0,-0.0648,0.045,0.0,0.0648,0.045,0.0,-0.0648,0.045,0.0,0.0648,0.045,0.0,-0.0648,,,,,,,,,,,,,,,
71,6,0.0,0.0,0.0,0.3,0.295,0.0648,Z,E,2,Y,,T,R,,T,R,bt,B,R,,B,R,,B,R,,B,R,,bt2,h2z,0.0,0.0,0,0.0,0.0,0.9,0.0,0.0,0,0.0,0.0,0.6,0.0,0.0,0.3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-0.3,0.0,0.0,0,0.0,0.0,-0.6,0.0,0.0,0,0.0,0.0,-0.9,0.0,0.0,0,6,0.45,0,2,1,1,1,1,0.15,0.0,0.15,0.15,0.0,0.15,0.15,0.0,-0.15,0.15,0.0,0.15,0.15,0.0,-0.15,0.15,0.0,0.15,E,0.045,0.0,-0.0648,0.045,0.0,-0.0648,0.045,0.0,0.0648,0.045,0.0,-0.0648,0.045,0.0,0.0648,0.045,0.0,-0.0648,,,,,,,,,,,,,,,
72,6,0.0,0.0,0.0,0.3,0.295,0.0648,Z,W,2,Y,,T,L,,T,L,bt,B,L,,B,L,,B,L,,B,L,,bt2,h2z,0.0,0.0,0,0.0,0.0,0.9,0.0,0.0,0,0.0,0.0,0.6,0.0,0.0,0.3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-0.3,0.0,0.0,0,0.0,0.0,-0.6,0.0,0.0,0,0.0,0.0,-0.9,0.0,0.0,0,6,0.45,0,2,1,1,1,1,0.15,0.0,0.15,0.15,0.0,0.15,0.15,0.0,-0.15,0.15,0.0,0.15,0.15,0.0,-0.15,0.15,0.0,0.15,W,0.045,0.0,-0.0648,0.045,0.0,-0.0648,0.045,0.0,0.0648,0.045,0.0,-0.0648,0.045,0.0,0.0648,0.045,0.0,-0.0648,,,,,,,,,,,,,,,
73,6,0.0,0.0,0.0,0.3,0.295,0.0648,Z,A,3,Y,,T,L,,T,L,,T,L,bt,B,R,,B,R,,B,R,,bt3,h1z,0.0,0.0,0,0.0,0.0,0.9,0.0,0.0,0,0.0,0.0,0.6,0.0,0.0,0,0.0,0.0,0.3,0.0,0.0,0,0.0,0.0,-0.3,0.0,0.0,0,0.0,0.0,-0.6,0.0,0.0,0,0.0,0.0,-0.9,0.0,0.0,0,6,0.45,0,2,1,1,1,1,0.15,0.0,-0.15,0.15,0.0,0.15,0.15,0.0,-0.15,0.15,0.0,0.15,0.15,0.0,-0.15,0.15,0.0,0.15,A,0.045,0.0,0.0648,0.045,0.0,-0.0648,0.045,0.0,0.0648,0.045,0.0,-0.0648,0.045,0.0,0.0648,0.045,0.0,-0.0648,,,,,,,,,,,,,,,
74,6,0.0,0.0,0.0,0.3,0.295,0.0648,Z,V,3,Y,,T,R,,T,R,,T,R,bt,B,L,,B,L,,B,L,,bt3,h1z,0.0,0.0,0,0.0,0.0,0.9,0.0,0.0,0,0.0,0.0,0.6,0.0,0.0,0,0.0,0.0,0.3,0.0,0.0,0,0.0,0.0,-0.3,0.0,0.0,0,0.0,0.0,-0.6,0.0,0.0,0,0.0,0.0,-0.9,0.0,0.0,0,6,0.45,0,2,1,1,1,1,0.15,0.0,-0.15,0.15,0.0,0.15,0.15,0.0,-0.15,0.15,0.0,0.15,0.15,0.0,-0.15,0.15,0.0,0.15,V,0.045,0.0,0.0648,0.045,0.0,-0.0648,0.045,0.0,0.0648,0.045,0.0,-0.0648,0.045,0.0,0.0648,0.045,0.0,-0.0648,,,,,,,,,,,,,,,
75,6,0.0,0.0,0.0,0.3,0.295,0.0648,Z,E,3,Y,,T,R,,T,R,,T,R,bt,B,R,,B,R,,B,R,,bt3,h1z,0.0,0.0,0,0.0,0.0,0.9,0.0,0.0,0,0.0,0.0,0.6,0.0,0.0,0,0.0,0.0,0.3,0.0,0.0,0,0.0,0.0,-0.3,0.0,0.0,0,0.0,0.0,-0.6,0.0,0.0,0,0.0,0.0,-0.9,0.0,0.0,0,6,0.45,0,2,1,1,1,1,0.15,0.0,-0.15,0.15,0.0,0.15,0.15,0.0,-0.15,0.15,0.0,0.15,0.15,0.0,-0.15,0.15,0.0,0.15,E,0.045,0.0,0.0648,0.045,0.0,-0.0648,0.045,0.0,0.0648,0.045,0.0,-0.0648,0.045,0.0,0.0648,0.045,0.0,-0.0648,,,,,,,,,,,,,,,
76,6,0.0,0.0,0.0,0.3,0.295,0.0648,Z,W,3,Y,,T,L,,T,L,,T,L,bt,B,L,,B,L,,B,L,,bt3,h1z,0.0,0.0,0,0.0,0.0,0.9,0.0,0.0,0,0.0,0.0,0.6,0.0,0.0,0,0.0,0.0,0.3,0.0,0.0,0,0.0,0.0,-0.3,0.0,0.0,0,0.0,0.0,-0.6,0.0,0.0,0,0.0,0.0,-0.9,0.0,0.0,0,6,0.45,0,2,1,1,1,1,0.15,0.0,-0.15,0.15,0.0,0.15,0.15,0.0,-0.15,0.15,0.0,0.15,0.15,0.0,-0.15,0.15,0.0,0.15,W,0.045,0.0,0.0648,0.045,0.0,-0.0648,0.045,0.0,0.0648,0.045,0.0,-0.0648,0.045,0.0,0.0648,0.045,0.0,-0.0648,,,,,,,,,,,,,,,
77,6,0.0,0.0,0.0,0.3,0.295,0.0648,Z,A,4,Y,,T,L,,T,L,,T,L,,T,L,bt,B,R,,B,R,,bt4,h3z,0.0,0.0,0,0.0,0.0,0.9,0.0,0.0,0,0.0,0.0,0.6,0.0,0.0,0,0.0,0.0,0.3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-0.3,0.0,0.0,-0.6,0.0,0.0,0,0.0,0.0,-0.9,0.0,0.0,0,6,0.45,0,2,1,1,1,1,0.15,0.0,-0.15,0.15,0.0,-0.15,0.15,0.0,-0.15,0.15,0.0,0.15,0.15,0.0,-0.15,0.15,0.0,0.15,A,0.045,0.0,0.0648,0.045,0.0,0.0648,0.045,0.0,0.0648,0.045,0.0,-0.0648,0.045,0.0,0.0648,0.045,0.0,-0.0648,,,,,,,,,,,,,,,
78,6,0.0,0.0,0.0,0.3,0.295,0.0648,Z,V,4,Y,,T,R,,T,R,,T,R,,T,L,bt,B,L,,B,L,,bt4,h3z,0.0,0.0,0,0.0,0.0,0.9,0.0,0.0,0,0.0,0.0,0.6,0.0,0.0,0,0.0,0.0,0.3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-0.3,0.0,0.0,-0.6,0.0,0.0,0,0.0,0.0,-0.9,0.0,0.0,0,6,0.45,0,2,1,1,1,1,0.15,0.0,-0.15,0.15,0.0,-0.15,0.15,0.0,-0.15,0.15,0.0,0.15,0.15,0.0,-0.15,0.15,0.0,0.15,V,0.045,0.0,0.0648,0.045,0.0,0.0648,0.045,0.0,0.0648,0.045,0.0,-0.0648,0.045,0.0,0.0648,0.045,0.0,-0.0648,,,,,,,,,,,,,,,
79,6,0.0,0.0,0.0,0.3,0.295,0.0648,Z,E,4,Y,,T,R,,T,R,,T,R,,T,L,bt,B,R,,B,R,,bt4,h3z,0.0,0.0,0,0.0,0.0,0.9,0.0,0.0,0,0.0,0.0,0.6,0.0,0.0,0,0.0,0.0,0.3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-0.3,0.0,0.0,-0.6,0.0,0.0,0,0.0,0.0,-0.9,0.0,0.0,0,6,0.45,0,2,1,1,1,1,0.15,0.0,-0.15,0.15,0.0,-0.15,0.15,0.0,-0.15,0.15,0.0,0.15,0.15,0.0,-0.15,0.15,0.0,0.15,E,0.045,0.0,0.0648,0.045,0.0,0.0648,0.045,0.0,0.0648,0.045,0.0,-0.0648,0.045,0.0,0.0648,0.045,0.0,-0.0648,,,,,,,,,,,,,,,
80,6,0.0,0.0,0.0,0.3,0.295,0.0648,Z,W,4,Y,,T,L,,T,L,,T,L,,T,L,bt,B,L,,B,L,,bt4,h3z,0.0,0.0,0,0.0,0.0,0.9,0.0,0.0,0,0.0,0.0,0.6,0.0,0.0,0,0.0,0.0,0.3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-0.3,0.0,0.0,-0.6,0.0,0.0,0,0.0,0.0,-0.9,0.0,0.0,0,6,0.45,0,2,1,1,1,1,0.15,0.0,-0.15,0.15,0.0,-0.15,0.15,0.0,-0.15,0.15,0.0,0.15,0.15,0.0,-0.15,0.15,0.0,0.15,W,0.045,0.0,0.0648,0.045,0.0,0.0648,0.045,0.0,0.0648,0.045,0.0,-0.0648,0.045,0.0,0.0648,0.045,0.0,-0.0648,,,,,,,,,,,,,,,
81,6,0.0,0.0,0.0,0.3,0.295,0.0648,Z,A,5,Y,,T,L,,T,L,,T,L,,T,L,,T,L,bt,B,R,,bt5,h5z,0.0,0.0,0,0.0,0.0,0.9,0.0,0.0,0,0.0,0.0,0.6,0.0,0.0,0,0.0,0.0,0.3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-0.3,0.0,0.0,-0.6,0.0,0.0,-0.9,0.0,0.0,0,6,0.45,0,2,1,1,1,1,0.15,0.0,-0.15,0.15,0.0,-0.15,0.15,0.0,-0.15,0.15,0.0,-0.15,0.15,0.0,-0.15,0.15,0.0,0.15,A,0.045,0.0,0.0648,0.045,0.0,0.0648,0.045,0.0,0.0648,0.045,0.0,0.0648,0.045,0.0,0.0648,0.045,0.0,-0.0648,,,,,,,,,,,,,,,
82,6,0.0,0.0,0.0,0.3,0.295,0.0648,Z,V,5,Y,,T,R,,T,R,,T,R,,T,R,,T,L,bt,B,L,,bt5,h5z,0.0,0.0,0,0.0,0.0,0.9,0.0,0.0,0,0.0,0.0,0.6,0.0,0.0,0,0.0,0.0,0.3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-0.3,0.0,0.0,-0.6,0.0,0.0,-0.9,0.0,0.0,0,6,0.45,0,2,1,1,1,1,0.15,0.0,-0.15,0.15,0.0,-0.15,0.15,0.0,-0.15,0.15,0.0,-0.15,0.15,0.0,-0.15,0.15,0.0,0.15,V,0.045,0.0,0.0648,0.045,0.0,0.0648,0.045,0.0,0.0648,0.045,0.0,0.0648,0.045,0.0,0.0648,0.045,0.0,-0.0648,,,,,,,,,,,,,,,
83,6,0.0,0.0,0.0,0.3,0.295,0.0648,Z,E,5,Y,,T,R,,T,R,,T,R,,T,R,,T,L,bt,B,R,,bt5,h5z,0.0,0.0,0,0.0,0.0,0.9,0.0,0.0,0,0.0,0.0,0.6,0.0,0.0,0,0.0,0.0,0.3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-0.3,0.0,0.0,-0.6,0.0,0.0,-0.9,0.0,0.0,0,6,0.45,0,2,1,1,1,1,0.15,0.0,-0.15,0.15,0.0,-0.15,0.15,0.0,-0.15,0.15,0.0,-0.15,0.15,0.0,-0.15,0.15,0.0,0.15,E,0.045,0.0,0.0648,0.045,0.0,0.0648,0.045,0.0,0.0648,0.045,0.0,0.0648,0.045,0.0,0.0648,0.045,0.0,-0.0648,,,,,,,,,,,,,,,
84,6,0.0,0.0,0.0,0.3,0.295,0.0648,Z,W,5,Y,,T,L,,T,L,,T,L,,T,L,,T,L,bt,B,L,,bt5,h5z,0.0,0.0,0,0.0,0.0,0.9,0.0,0.0,0,0.0,0.0,0.6,0.0,0.0,0,0.0,0.0,0.3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-0.3,0.0,0.0,-0.6,0.0,0.0,-0.9,0.0,0.0,0,6,0.45,0,2,1,1,1,1,0.15,0.0,-0.15,0.15,0.0,-0.15,0.15,0.0,-0.15,0.15,0.0,-0.15,0.15,0.0,-0.15,0.15,0.0,0.15,W,0.045,0.0,0.0648,0.045,0.0,0.0648,0.045,0.0,0.0648,0.045,0.0,0.0648,0.045,0.0,0.0648,0.045,0.0,-0.0648,,,,,,,,,,,,,,,
