StackNumber,Protons,PX,PY,PZ,P2P3,P12,PE,SlotOrien,SlotSpin,Tcount,CanBind,h6,ep5,ps5,h4,ep3,ps3,h2,ep1,ps1,h1,ep2,ps2,h3,ep4,ps4,h5,ep6,ps6,h7,Cfhole,Hloc,h6x,h6y,h6z,p5x,p5y,p5z,h4x,h4y,h4z,p3x,p3y,p3z,h2x,h2y,h2z,p1x,p1y,p1z,h1x,h1y,h1z,p2x,p2y,p2z,h3x,h3y,h3z,p4x,p4y,p4z,h5x,h5y,h5z,p6x,p6y,p6z,h7x,h7y,h7z,Neutrons,N1N2,N1,N2,N3,N4,N5,N6,n1x,n1y,n1z,n2x,n2y,n2z,n3x,n3y,n3z,n4x,n4y,n4z,n5x,n5y,n5z,n6x,n6y,n6z,Electrons,e1x,e1y,e1z,e2x,e2y,e2z,e3x,e3y,e3z,e4x,e4y,e4z,e5x,e5y,e5z,e6x,e6y,e6z,,,,,,,,,,,,,,,
88,5,0,0,0,0.3,0.295,0.0648,Z,Q,4,Y,t,B,R,,T,L,,T,L,,T,L,,T,L,b,,,,tb65,h65,0,0,0.9,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,-0.6,0,0,-0.9,0,0,0,0,0,0,5,0.45,1,1,1,1,1,0,0.15,0,0.15,0.15,0,0.15,0.15,0,0.15,0.15,0,0.15,0.15,0,-0.15,0,0,0,Q,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,-0.0648,0,0,0,,,,,,,,,,,,,,,
89,5,0,0,0,0.3,0.295,0.0648,Z,M,3,Y,t,B,L,,B,L,,T,L,,T,L,,T,L,b,,,,tb65,h65,0,0,0.9,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,-0.6,0,0,-0.9,0,0,0,0,0,0,5,0.45,1,1,1,1,1,0,0.15,0,0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0,0,0,M,0.045,0,0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0,0,0,,,,,,,,,,,,,,,
90,5,0,0,0,0.3,0.295,0.0648,Z,N,3,Y,t,B,R,,B,R,,T,R,,T,R,,T,R,b,,,,tb65,h65,0,0,0.9,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,-0.6,0,0,-0.9,0,0,0,0,0,0,5,0.45,1,1,1,1,1,0,0.15,0,0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0,0,0,N,0.045,0,0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0,0,0,,,,,,,,,,,,,,,
91,5,0,0,0,0.3,0.295,0.0648,Z,P,3,Y,t,B,L,,B,L,,T,R,,T,R,,T,R,b,,,,tb65,h65,0,0,0.9,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,-0.6,0,0,-0.9,0,0,0,0,0,0,5,0.45,1,1,1,1,1,0,0.15,0,0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0,0,0,P,0.045,0,0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0,0,0,,,,,,,,,,,,,,,
92,5,0,0,0,0.3,0.295,0.0648,Z,Q,3,Y,t,B,R,,B,R,,T,L,,T,L,,T,L,b,,,,tb65,h65,0,0,0.9,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,-0.6,0,0,-0.9,0,0,0,0,0,0,5,0.45,1,1,1,1,1,0,0.15,0,0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0,0,0,Q,0.045,0,0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0,0,0,,,,,,,,,,,,,,,
93,5,0,0,0,0.3,0.295,0.0648,Z,M,2,Y,t,B,L,,B,L,,B,L,,T,L,,T,L,b,,,,tb65,h65,0,0,0.9,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,-0.6,0,0,-0.9,0,0,0,0,0,0,5,0.45,1,1,1,1,1,0,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0,0,0,M,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0,0,0,,,,,,,,,,,,,,,
94,5,0,0,0,0.3,0.295,0.0648,Z,N,2,Y,t,B,R,,B,R,,B,R,,T,R,,T,R,b,,,,tb65,h65,0,0,0.9,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,-0.6,0,0,-0.9,0,0,0,0,0,0,5,0.45,1,1,1,1,1,0,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0,0,0,N,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0,0,0,,,,,,,,,,,,,,,
95,5,0,0,0,0.3,0.295,0.0648,Z,P,2,Y,t,B,L,,B,L,,B,L,,T,R,,T,R,b,,,,tb65,h65,0,0,0.9,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,-0.6,0,0,-0.9,0,0,0,0,0,0,5,0.45,1,1,1,1,1,0,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0,0,0,P,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0,0,0,,,,,,,,,,,,,,,
96,5,0,0,0,0.3,0.295,0.0648,Z,Q,2,Y,t,B,R,,B,R,,B,R,,T,L,,T,L,b,,,,tb65,h65,0,0,0.9,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,-0.6,0,0,-0.9,0,0,0,0,0,0,5,0.45,1,1,1,1,1,0,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0,0,0,Q,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0,0,0,,,,,,,,,,,,,,,
97,5,0,0,0,0.3,0.295,0.0648,Z,M,1,Y,t,B,L,,B,L,,B,L,,B,L,,T,L,b,,,,tb65,h65,0,0,0.9,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,-0.6,0,0,-0.9,0,0,0,0,0,0,5,0.45,1,1,1,1,1,0,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0,0,0,M,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0,0,0,,,,,,,,,,,,,,,
98,5,0,0,0,0.3,0.295,0.0648,Z,N,1,Y,t,B,R,,B,R,,B,R,,B,R,,T,R,b,,,,tb65,h65,0,0,0.9,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,-0.6,0,0,-0.9,0,0,0,0,0,0,5,0.45,1,1,1,1,1,0,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0,0,0,N,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0,0,0,,,,,,,,,,,,,,,
99,5,0,0,0,0.3,0.295,0.0648,Z,P,1,Y,t,B,L,,B,L,,B,L,,B,L,,T,R,b,,,,tb65,h65,0,0,0.9,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,-0.6,0,0,-0.9,0,0,0,0,0,0,5,0.45,1,1,1,1,1,0,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0,0,0,P,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0,0,0,,,,,,,,,,,,,,,
100,5,0,0,0,0.3,0.295,0.0648,Z,Q,1,Y,t,B,R,,B,R,,B,R,,B,R,,T,L,b,,,,tb65,h65,0,0,0.9,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,-0.6,0,0,-0.9,0,0,0,0,0,0,5,0.45,1,1,1,1,1,0,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0,0,0,Q,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0,0,0,,,,,,,,,,,,,,,
101,6,0,0,0,0.3,0.295,0.0648,Z,L,0,Y,,T,L,,T,L,,T,L,,T,L,,T,L,,T,L,b,b,h7,0,0,0,0,0,0.9,0,0,0,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,-0.6,0,0,-0.9,6,0.45,0,2,1,1,1,1,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,L,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,,,,,,,,,,,,,,,
102,6,0,0,0,0.3,0.295,0.0648,Z,R,0,Y,t,B,R,,B,R,,B,R,,B,R,,B,R,,B,R,,t,h6,0,0,0.9,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,-0.6,0,0,0,0,0,-0.9,0,0,0,6,0.45,0,2,1,1,1,1,0.15,0,0.15,0.15,0,0.15,0.15,0,0.15,0.15,0,0.15,0.15,0,0.15,0.15,0,0.15,R,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,,,,,,,,,,,,,,,
103,6,0,0,0,0.3,0.295,0.0648,Z,R,0,Y,,T,R,,T,R,,T,R,,T,R,,T,R,,T,R,b,b,h7,0,0,0,0,0,0.9,0,0,0,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,-0.6,0,0,-0.9,6,0.45,0,2,1,1,1,1,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,R,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,,,,,,,,,,,,,,,
104,6,0,0,0,0.3,0.295,0.0648,Z,L,0,Y,t,B,L,,B,L,,B,L,,B,L,,B,L,,B,L,,t,h6,0,0,0.9,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,-0.6,0,0,0,0,0,-0.9,0,0,0,6,0.45,0,2,1,1,1,1,0.15,0,0.15,0.15,0,0.15,0.15,0,0.15,0.15,0,0.15,0.15,0,0.15,0.15,0,0.15,L,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,,,,,,,,,,,,,,,
105,6,0,0,0,0.3,0.295,0.0648,Z,A,1,Y,,T,L,bt,B,R,,B,R,,B,R,,B,R,,B,R,,bt1,h4,0,0,0,0,0,0.9,0,0,0.6,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,-0.6,0,0,0,0,0,-0.9,0,0,0,6,0.45,0,2,1,1,1,1,0.15,0,0.15,0.15,0,0.15,0.15,0,0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,A,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,,,,,,,,,,,,,,,
106,6,0,0,0,0.3,0.295,0.0648,Z,V,1,Y,,T,R,bt,B,L,,B,L,,B,L,,B,L,,B,L,,bt1,h4,0,0,0,0,0,0.9,0,0,0.6,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,-0.6,0,0,0,0,0,-0.9,0,0,0,6,0.45,0,2,1,1,1,1,0.15,0,0.15,0.15,0,0.15,0.15,0,0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,V,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,,,,,,,,,,,,,,,
107,6,0,0,0,0.3,0.295,0.0648,Z,E,1,Y,,T,R,bt,B,R,,B,R,,B,R,,B,R,,B,R,,bt1,h4,0,0,0,0,0,0.9,0,0,0.6,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,-0.6,0,0,0,0,0,-0.9,0,0,0,6,0.45,0,2,1,1,1,1,0.15,0,0.15,0.15,0,0.15,0.15,0,0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,E,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,,,,,,,,,,,,,,,
108,6,0,0,0,0.3,0.295,0.0648,Z,W,1,Y,,T,L,bt,B,L,,B,L,,B,L,,B,L,,B,L,,bt1,h4,0,0,0,0,0,0.9,0,0,0.6,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,-0.6,0,0,0,0,0,-0.9,0,0,0,6,0.45,0,2,1,1,1,1,0.15,0,0.15,0.15,0,0.15,0.15,0,0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,W,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,,,,,,,,,,,,,,,
109,6,0,0,0,0.3,0.295,0.0648,Z,A,2,Y,,T,L,,T,L,bt,B,R,,B,R,,B,R,,B,R,,bt2,h2,0,0,0,0,0,0.9,0,0,0,0,0,0.6,0,0,0.3,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,-0.6,0,0,0,0,0,-0.9,0,0,0,6,0.45,0,2,1,1,1,1,0.15,0,0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,A,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,,,,,,,,,,,,,,,
110,6,0,0,0,0.3,0.295,0.0648,Z,V,2,Y,,T,R,,T,R,bt,B,L,,B,L,,B,L,,B,L,,bt2,h2,0,0,0,0,0,0.9,0,0,0,0,0,0.6,0,0,0.3,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,-0.6,0,0,0,0,0,-0.9,0,0,0,6,0.45,0,2,1,1,1,1,0.15,0,0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,V,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,,,,,,,,,,,,,,,
111,6,0,0,0,0.3,0.295,0.0648,Z,E,2,Y,,T,R,,T,R,bt,B,R,,B,R,,B,R,,B,R,,bt2,h2,0,0,0,0,0,0.9,0,0,0,0,0,0.6,0,0,0.3,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,-0.6,0,0,0,0,0,-0.9,0,0,0,6,0.45,0,2,1,1,1,1,0.15,0,0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,E,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,,,,,,,,,,,,,,,
112,6,0,0,0,0.3,0.295,0.0648,Z,W,2,Y,,T,L,,T,L,bt,B,L,,B,L,,B,L,,B,L,,bt2,h2,0,0,0,0,0,0.9,0,0,0,0,0,0.6,0,0,0.3,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,-0.6,0,0,0,0,0,-0.9,0,0,0,6,0.45,0,2,1,1,1,1,0.15,0,0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,W,0.045,0,-0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,,,,,,,,,,,,,,,
113,6,0,0,0,0.3,0.295,0.0648,Z,A,3,Y,,T,L,,T,L,,T,L,bt,B,R,,B,R,,B,R,,bt3,h1,0,0,0,0,0,0.9,0,0,0,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,-0.3,0,0,0,0,0,-0.6,0,0,0,0,0,-0.9,0,0,0,6,0.45,0,2,1,1,1,1,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,A,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,,,,,,,,,,,,,,,
114,6,0,0,0,0.3,0.295,0.0648,Z,V,3,Y,,T,R,,T,R,,T,R,bt,B,L,,B,L,,B,L,,bt3,h1,0,0,0,0,0,0.9,0,0,0,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,-0.3,0,0,0,0,0,-0.6,0,0,0,0,0,-0.9,0,0,0,6,0.45,0,2,1,1,1,1,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,V,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,,,,,,,,,,,,,,,
115,6,0,0,0,0.3,0.295,0.0648,Z,E,3,Y,,T,R,,T,R,,T,R,bt,B,R,,B,R,,B,R,,bt3,h1,0,0,0,0,0,0.9,0,0,0,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,-0.3,0,0,0,0,0,-0.6,0,0,0,0,0,-0.9,0,0,0,6,0.45,0,2,1,1,1,1,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,E,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,,,,,,,,,,,,,,,
116,6,0,0,0,0.3,0.295,0.0648,Z,W,3,Y,,T,L,,T,L,,T,L,bt,B,L,,B,L,,B,L,,bt3,h1,0,0,0,0,0,0.9,0,0,0,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,-0.3,0,0,0,0,0,-0.6,0,0,0,0,0,-0.9,0,0,0,6,0.45,0,2,1,1,1,1,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,W,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,,,,,,,,,,,,,,,
117,6,0,0,0,0.3,0.295,0.0648,Z,A,4,Y,,T,L,,T,L,,T,L,,T,L,bt,B,R,,B,R,,bt4,h3,0,0,0,0,0,0.9,0,0,0,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,-0.3,0,0,-0.6,0,0,0,0,0,-0.9,0,0,0,6,0.45,0,2,1,1,1,1,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,A,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,,,,,,,,,,,,,,,
118,6,0,0,0,0.3,0.295,0.0648,Z,V,4,Y,,T,R,,T,R,,T,R,,T,L,bt,B,L,,B,L,,bt4,h3,0,0,0,0,0,0.9,0,0,0,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,-0.3,0,0,-0.6,0,0,0,0,0,-0.9,0,0,0,6,0.45,0,2,1,1,1,1,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,V,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,,,,,,,,,,,,,,,
119,6,0,0,0,0.3,0.295,0.0648,Z,E,4,Y,,T,R,,T,R,,T,R,,T,L,bt,B,R,,B,R,,bt4,h3,0,0,0,0,0,0.9,0,0,0,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,-0.3,0,0,-0.6,0,0,0,0,0,-0.9,0,0,0,6,0.45,0,2,1,1,1,1,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,E,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,,,,,,,,,,,,,,,
120,6,0,0,0,0.3,0.295,0.0648,Z,W,4,Y,,T,L,,T,L,,T,L,,T,L,bt,B,L,,B,L,,bt4,h3,0,0,0,0,0,0.9,0,0,0,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,-0.3,0,0,-0.6,0,0,0,0,0,-0.9,0,0,0,6,0.45,0,2,1,1,1,1,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,W,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,0.045,0,-0.0648,,,,,,,,,,,,,,,
121,6,0,0,0,0.3,0.295,0.0648,Z,A,5,Y,,T,L,,T,L,,T,L,,T,L,,T,L,bt,B,R,,bt5,h5,0,0,0,0,0,0.9,0,0,0,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,-0.6,0,0,-0.9,0,0,0,6,0.45,0,2,1,1,1,1,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,0.15,A,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,-0.0648,,,,,,,,,,,,,,,
122,6,0,0,0,0.3,0.295,0.0648,Z,V,5,Y,,T,R,,T,R,,T,R,,T,R,,T,L,bt,B,L,,bt5,h5,0,0,0,0,0,0.9,0,0,0,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,-0.6,0,0,-0.9,0,0,0,6,0.45,0,2,1,1,1,1,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,0.15,V,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,-0.0648,,,,,,,,,,,,,,,
123,6,0,0,0,0.3,0.295,0.0648,Z,E,5,Y,,T,R,,T,R,,T,R,,T,R,,T,L,bt,B,R,,bt5,h5,0,0,0,0,0,0.9,0,0,0,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,-0.6,0,0,-0.9,0,0,0,6,0.45,0,2,1,1,1,1,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,0.15,E,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,-0.0648,,,,,,,,,,,,,,,
124,6,0,0,0,0.3,0.295,0.0648,Z,W,5,Y,,T,L,,T,L,,T,L,,T,L,,T,L,bt,B,L,,bt5,h5,0,0,0,0,0,0.9,0,0,0,0,0,0.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,-0.6,0,0,-0.9,0,0,0,6,0.45,0,2,1,1,1,1,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,-0.15,0.15,0,0.15,W,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,-0.0648,,,,,,,,,,,,,,,
125,6,0,0,0,0.3,0.295,0.0648,Z,M,5,Y,t,B,L,,T,L,,T,L,,T,L,,T,L,,T,L,b,tb67,h67,0,0,1.05,0,0,0.75,0,0,0,0,0,0.45,0,0,0,0,0,0.15,0,0,0,0,0,-0.15,0,0,0,0,0,-0.45,0,0,0,0,0,-0.75,0,0,-1.05,6,0.45,1,1,1,1,1,1,0.15,0,0.15,0.15,0,0.15,0.15,0,0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,M,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,,,,,,,,,,,,,,,
126,6,0,0,0,0.3,0.295,0.0648,Z,N,5,Y,t,B,R,,T,R,,T,R,,T,R,,T,R,,T,R,b,tb67,h67,0,0,1.05,0,0,0.75,0,0,0,0,0,0.45,0,0,0,0,0,0.15,0,0,0,0,0,-0.15,0,0,0,0,0,-0.45,0,0,0,0,0,-0.75,0,0,-1.05,6,0.45,1,1,1,1,1,1,0.15,0,0.15,0.15,0,0.15,0.15,0,0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,N,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,,,,,,,,,,,,,,,
127,6,0,0,0,0.3,0.295,0.0648,Z,P,5,Y,t,B,L,,T,R,,T,R,,T,R,,T,R,,T,R,b,tb67,h67,0,0,1.05,0,0,0.75,0,0,0,0,0,0.45,0,0,0,0,0,0.15,0,0,0,0,0,-0.15,0,0,0,0,0,-0.45,0,0,0,0,0,-0.75,0,0,-1.05,6,0.45,1,1,1,1,1,1,0.15,0,0.15,0.15,0,0.15,0.15,0,0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,P,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,,,,,,,,,,,,,,,
128,6,0,0,0,0.3,0.295,0.0648,Z,Q,5,Y,t,B,R,,T,L,,T,L,,T,L,,T,L,,T,L,b,tb67,h67,0,0,1.05,0,0,0.75,0,0,0,0,0,0.45,0,0,0,0,0,0.15,0,0,0,0,0,-0.15,0,0,0,0,0,-0.45,0,0,0,0,0,-0.75,0,0,-1.05,6,0.45,1,1,1,1,1,1,0.15,0,0.15,0.15,0,0.15,0.15,0,0.15,0.15,0,0.15,0.15,0,-0.15,0.15,0,0.15,Q,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,0.0648,0.045,0,-0.0648,0.045,0,0.0648,,,,,,,,,,,,,,,
