CurrentAtom,NextAtom1,NextAtom2,NextAtom3,NextAtom4,NextAtom5,NextAtom6,Formula,AtomicNumberSrc,AtomicNumberDest,ElementSrc,ElementDest,LTAMKeySrc,LTAMKeyDest,CanBindSrc,CanBindDest,AlphaTypeSrc,AlphaTypeDest,SlotNumberSrc,SlotNumberDest,SlotSpinSrc,SlotSpinDest,AlphaTypeRemainderSrc,AlphaTypeRemainderDest,CarouselAlphaTypeSrc,CarouselAlphaTypeDest,AtomicSymbolSrc,AtomicSymbolDest,SlotOrienSrc,SlotOrienDest,NeutronsSrc,NeutronsDest,ElectronsSrc,ElectronsDest,ProtonsMMSrc,ProtonsMMDest,ProtonsSrc,ProtonsDest,PXSrc,PYSrc,PZSrc,P2P3Src,P12Src,PESrc,p1xSrc,p1ySrc,p1zSrc,p2xSrc,p2ySrc,p2zSrc,p3xSrc,p3ySrc,p3zSrc,p4xSrc,p4ySrc,p4zSrc,p5xSrc,p5ySrc,p5zSrc,p6xSrc,p6ySrc,p6zSrc,N1N2Src,N1Src,N2Src,N3Src,N4Src,N5Src,N6Src,n1xSrc,n1ySrc,n1zSrc,n2xSrc,n2ySrc,n2zSrc,n3xSrc,n3ySrc,n3zSrc,n4xSrc,n4ySrc,n4zSrc,n5xSrc,n5ySrc,n5zSrc,n6xSrc,n6ySrc,n6zSrc,e1xSrc,e1ySrc,e1zSrc,e2xSrc,e2ySrc,e2zSrc,e3xSrc,e3ySrc,e3zSrc,e4xSrc,e4ySrc,e4zSrc,e5xSrc,e5ySrc,e5zSrc,e6xSrc,e6ySrc,e6zSrc,PXDest,PYDest,PZDest,P2P3Dest,P12Dest,PEDest,p1xDest,p1yDest,p1zDest,p2xDest,p2yDest,p2zDest,p3xDest,p3yDest,p3zDest,p4xDest,p4yDest,p4zDest,p5xDest,p5yDest,p5zDest,p6xDest,p6yDest,p6zDest,N1N2Dest,N1Dest,N2Dest,N3Dest,N4Dest,N5Dest,N6Dest,n1xDest,n1yDest,n1zDest,n2xDest,n2yDest,n2zDest,n3xDest,n3yDest,n3zDest,n4xDest,n4yDest,n4zDest,n5xDest,n5yDest,n5zDest,n6xDest,n6yDest,n6zDest,e1xDest,e1yDest,e1zDest,e2xDest,e2yDest,e2zDest,e3xDest,e3yDest,e3zDest,e4xDest,e4yDest,e4zDest,e5xDest,e5yDest,e5zDest,e6xDest,e6yDest,e6zDest
N,Zn,NULL,NULL,NULL,NULL,NULL,Zn3N2,7,30,nitrogen,zinc,A1Z6A,T14Y1L,1,1,2,2,1,14,A,L,2,12,1,2,N,Zn,Z,Y,6,0,A,T,7,30,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09999990463257,0,1.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N,Zn,NULL,NULL,NULL,NULL,NULL,Zn3N2,7,30,nitrogen,zinc,A1Z6A,B15Y1R,1,1,2,2,1,15,A,R,2,12,1,2,N,Zn,Z,Y,6,0,A,B,7,30,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.09999990463257,0,-1.5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ni,O,NULL,NULL,NULL,NULL,NULL,Ni2O,8,28,oxygen,nickel,A1Z6B,T14Y2L,1,1,2,1,1,14,B,L,3,10,1,2,O,Ni,Z,Y,6,2,A,T,8,28,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09999990463257,0,1.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ni,O,NULL,NULL,NULL,NULL,NULL,Ni2O,8,28,oxygen,nickel,A1Z6B,B15Y2R,1,1,2,1,1,15,B,R,3,10,1,2,O,Ni,Z,Y,6,2,A,B,8,28,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.09999990463257,0,-1.5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ni,Se,NULL,NULL,NULL,NULL,NULL,NiSe,34,28,selenium,nickel,B15Y2R,T14Y2L,1,1,2,1,15,14,R,L,16,10,2,2,Se,Ni,Y,Y,2,2,B,T,34,28,2,2,0,0,-2.09999990463257,0,-1.5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09999990463257,0,1.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O,P,NULL,NULL,NULL,NULL,NULL,O10P4,8,15,oxygen,phosphorus,A1Z6B,B4Z2L,1,1,2,1,1,4,B,L,3,6,1,1,O,P,Z,Z,6,2,A,B,8,15,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39999997615814,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O,S,NULL,NULL,NULL,NULL,NULL,Cl218OS,8,16,oxygen,sulfur,A1Z6B,T5Z1R,1,1,2,1,1,5,B,R,3,7,1,1,O,S,Z,Z,6,1,A,T,8,16,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.20000004768372,0,-0.5,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O,S,NULL,NULL,NULL,NULL,NULL,Cl218OS,8,16,oxygen,sulfur,A1Z6B,B4Z1L,1,1,2,1,1,4,B,L,3,7,1,1,O,S,Z,Z,6,1,A,B,8,16,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20000004768372,0,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O,Sc,NULL,NULL,NULL,NULL,NULL,O2Sc,8,21,oxygen,scandium,A1Z6B,T14Y1L,1,1,2,1,1,14,B,L,3,3,1,2,O,Sc,Z,Y,6,1,A,T,8,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09999990463257,0,1.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O,Se,NULL,NULL,NULL,NULL,NULL,O2Se,8,34,oxygen,selenium,A1Z6B,T14Y2L,1,1,2,2,1,14,B,L,3,16,1,2,O,Se,Z,Y,6,2,A,T,8,34,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09999990463257,0,1.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O,Se,NULL,NULL,NULL,NULL,NULL,O2Se,8,34,oxygen,selenium,A1Z6B,B15Y2R,1,1,2,2,1,15,B,R,3,16,1,2,O,Se,Z,Y,6,2,A,B,8,34,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.09999990463257,0,-1.5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O,V,NULL,NULL,NULL,NULL,NULL,O10V4,8,23,oxygen,vanadium,A1Z6B,T14Y1L,1,1,2,1,1,14,B,L,3,5,1,2,O,V,Z,Y,6,1,A,T,8,23,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09999990463257,0,1.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O,Zn,NULL,NULL,NULL,NULL,NULL,O2Zn,8,30,oxygen,zinc,A1Z6B,T14Y1L,1,1,2,2,1,14,B,L,3,12,1,2,O,Zn,Z,Y,6,0,A,T,8,30,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09999990463257,0,1.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O,Zn,NULL,NULL,NULL,NULL,NULL,O2Zn,8,30,oxygen,zinc,A1Z6B,B15Y1R,1,1,2,2,1,15,B,R,3,12,1,2,O,Zn,Z,Y,6,0,A,B,8,30,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.09999990463257,0,-1.5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,Se,NULL,NULL,NULL,NULL,NULL,P2Se3,34,15,selenium,phosphorus,B15Y2R,B4Z2L,1,1,2,1,15,4,R,L,16,6,2,1,Se,P,Y,Z,2,2,B,B,34,15,2,2,0,0,-2.09999990463257,0,-1.5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39999997615814,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,Zn,NULL,NULL,NULL,NULL,NULL,Zn3P2,30,15,zinc,phosphorus,B15Y1R,B4Z2L,1,1,2,1,15,4,R,L,12,6,2,1,Zn,P,Y,Z,0,2,B,B,30,15,1,2,0,0,-2.09999990463257,0,-1.5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39999997615814,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,Se,NULL,NULL,NULL,NULL,NULL,S2Se,34,16,selenium,sulfur,B15Y2R,B4Z1L,1,1,2,1,15,4,R,L,16,7,2,1,Se,S,Y,Z,2,1,B,B,34,16,2,1,0,0,-2.09999990463257,0,-1.5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20000004768372,0,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,Zn,NULL,NULL,NULL,NULL,NULL,SZn,30,16,zinc,sulfur,T14Y1L,T5Z1R,1,1,2,1,14,5,L,R,12,7,2,1,Zn,S,Y,Z,0,1,T,T,30,16,1,1,0,0,2.09999990463257,0,1.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.20000004768372,0,-0.5,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,Zn,NULL,NULL,NULL,NULL,NULL,SZn,30,16,zinc,sulfur,B15Y1R,B4Z1L,1,1,2,1,15,4,R,L,12,7,2,1,Zn,S,Y,Z,0,1,B,B,30,16,1,1,0,0,-2.09999990463257,0,-1.5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20000004768372,0,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sc,Se,NULL,NULL,NULL,NULL,NULL,ScSe,34,21,selenium,scandium,B15Y2R,T14Y1L,1,1,2,1,15,14,R,L,16,3,2,2,Se,Sc,Y,Y,2,1,B,T,34,21,2,1,0,0,-2.09999990463257,0,-1.5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09999990463257,0,1.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Se,Zn,NULL,NULL,NULL,NULL,NULL,ZnSe,30,34,zinc,selenium,T14Y1L,B15Y2R,1,1,2,2,14,15,L,R,12,16,2,2,Zn,Se,Y,Y,0,2,T,B,30,34,1,2,0,0,2.09999990463257,0,1.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.09999990463257,0,-1.5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Se,Zn,NULL,NULL,NULL,NULL,NULL,ZnSe,30,34,zinc,selenium,B15Y1R,T14Y2L,1,1,2,2,15,14,R,L,12,16,2,2,Zn,Se,Y,Y,0,2,B,T,30,34,1,2,0,0,-2.09999990463257,0,-1.5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09999990463257,0,1.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Se,Zn,NULL,NULL,NULL,NULL,NULL,ZnSe,34,30,selenium,zinc,B15Y2R,T14Y1L,1,1,2,2,15,14,R,L,16,12,2,2,Se,Zn,Y,Y,2,0,B,T,34,30,2,1,0,0,-2.09999990463257,0,-1.5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09999990463257,0,1.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
As,F,NULL,NULL,NULL,NULL,NULL,AsF,33,9,arsenic,fluorine,B15Y2R,A1Z6A,1,1,2,2,15,1,R,A,15,0,2,1,As,F,Y,Z,2,6,B,A,33,9,2,6,0,0,-2.09999990463257,0,-1.5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
As,N,NULL,NULL,NULL,NULL,NULL,AsN,33,7,arsenic,nitrogen,B15Y2R,A1Z6A,1,1,2,2,15,1,R,A,15,2,2,1,As,N,Y,Z,2,6,B,A,33,7,2,6,0,0,-2.09999990463257,0,-1.5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
As,O,NULL,NULL,NULL,NULL,NULL,As2O3,33,8,arsenic,oxygen,B15Y2R,A1Z6B,1,1,2,2,15,1,R,B,15,3,2,1,As,O,Y,Z,2,6,B,A,33,8,2,6,0,0,-2.09999990463257,0,-1.5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,O,NULL,NULL,NULL,NULL,NULL,B2O,5,8,boron,oxygen,A1Z2A,A1Z6B,1,1,2,2,1,1,A,B,0,3,1,1,B,O,Z,Z,2,6,A,A,5,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Br,F,NULL,NULL,NULL,NULL,NULL,Br2F,35,9,bromine,fluorine,B15Y2R,A1Z6A,1,1,2,2,15,1,R,A,17,0,2,1,Br,F,Y,Z,2,6,B,A,35,9,2,6,0,0,-2.09999990463257,0,-1.5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Br,N,NULL,NULL,NULL,NULL,NULL,Br2N,35,7,bromine,nitrogen,B15Y2R,A1Z6A,1,1,2,2,15,1,R,A,17,2,2,1,Br,N,Y,Z,2,6,B,A,35,7,2,6,0,0,-2.09999990463257,0,-1.5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Br,O,NULL,NULL,NULL,NULL,NULL,Br2O,35,8,bromine,oxygen,B15Y2R,A1Z6B,1,1,2,2,15,1,R,B,17,3,2,1,Br,O,Y,Z,2,6,B,A,35,8,2,6,0,0,-2.09999990463257,0,-1.5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cu,F,NULL,NULL,NULL,NULL,NULL,CuF,29,9,copper,fluorine,B15Y2R,A1Z6A,1,1,2,2,15,1,R,A,11,0,2,1,Cu,F,Y,Z,2,6,B,A,29,9,2,6,0,0,-2.09999990463257,0,-1.5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cu,N,NULL,NULL,NULL,NULL,NULL,Cu2N,29,7,copper,nitrogen,B15Y2R,A1Z6A,1,1,2,2,15,1,R,A,11,2,2,1,Cu,N,Y,Z,2,6,B,A,29,7,2,6,0,0,-2.09999990463257,0,-1.5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
