AtomicNumber,AtomicSymbol,Element,AtomTup,OrbitalGroup,Protons,Neutrons,GroupNumber,Period,SlotNumber,SlotP,SlotN,SlotOrien,AlphaType,SlotX,SlotY,SlotZ,CanBind,SlotLayout,SL1,SL2,SL3,SL4
200,11,Na,sodium,"(' 11 sodium Na ', 11)",[Ne],11,12,1,3,11,0,0,H,0,0,0,0,N,,,,,
201,11,Na,sodium,"(' 11 sodium Na ', 11)",[Ne],11,12,1,3,12,0,0,H,0,0,0,0,N,,,,,
202,11,Na,sodium,"(' 11 sodium Na ', 11)",[Ne],11,12,1,3,13,0,0,H,0,0,0,0,N,,,,,
203,11,Na,sodium,"(' 11 sodium Na ', 11)",[Ne],11,12,1,3,14,0,0,V,0,0,0,0,N,,,,,
204,11,Na,sodium,"(' 11 sodium Na ', 11)",[Ne],11,12,1,3,15,0,0,V,0,0,0,0,N,,,,,
205,11,Na,sodium,"(' 11 sodium Na ', 11)",[Ne],11,12,1,3,16,0,0,H,0,0,0,0,N,,,,,
206,11,Na,sodium,"(' 11 sodium Na ', 11)",[Ne],11,12,1,3,17,0,0,H,0,0,0,0,N,,,,,
207,11,Na,sodium,"(' 11 sodium Na ', 11)",[Ne],11,12,1,3,18,0,0,H,0,0,0,0,N,,,,,
208,11,Na,sodium,"(' 11 sodium Na ', 11)",[Ne],11,12,1,3,19,0,0,H,0,0,0,0,N,,,,,
209,12,Mg,magnesium,"(' 12 magnesium Mg ', 12)",[Ne],12,12,2,3,1,0,0,H,2,0,0,0,N,,,,,
210,12,Mg,magnesium,"(' 12 magnesium Mg ', 12)",[Ne],12,12,2,3,2,0,0,V,2,0,0,0,N,,,| 14,,
211,12,Mg,magnesium,"(' 12 magnesium Mg ', 12)",[Ne],12,12,2,3,3,0,0,V,2,0,0,0,N,,,,,
212,12,Mg,magnesium,"(' 12 magnesium Mg ', 12)",[Ne],12,12,2,3,4,0,0,H,2,0,0,0,N,,,- 4,| 9,- 13
213,12,Mg,magnesium,"(' 12 magnesium Mg ', 12)",[Ne],12,12,2,3,5,0,0,H,2,0,0,0,N,,- 18,| 2,- 16,
214,12,Mg,magnesium,"(' 12 magnesium Mg ', 12)",[Ne],12,12,2,3,6,0,0,V,0,0,0,0,N,- 10,| 6,- 1,| 7,- 12
215,12,Mg,magnesium,"(' 12 magnesium Mg ', 12)",[Ne],12,12,2,3,7,0,0,V,0,0,0,0,N,,- 17,| 3,- 19,
216,12,Mg,magnesium,"(' 12 magnesium Mg ', 12)",[Ne],12,12,2,3,8,0,0,V,0,0,0,0,N,- 11,| 8,- 5,,
217,12,Mg,magnesium,"(' 12 magnesium Mg ', 12)",[Ne],12,12,2,3,9,0,0,V,0,0,0,0,N,,,,,
218,12,Mg,magnesium,"(' 12 magnesium Mg ', 12)",[Ne],12,12,2,3,10,0,0,H,0,0,0,0,N,,,| 15,,
219,12,Mg,magnesium,"(' 12 magnesium Mg ', 12)",[Ne],12,12,2,3,11,0,0,H,0,0,0,0,N,,,,,
220,12,Mg,magnesium,"(' 12 magnesium Mg ', 12)",[Ne],12,12,2,3,12,0,0,H,0,0,0,0,N,,,,,
221,12,Mg,magnesium,"(' 12 magnesium Mg ', 12)",[Ne],12,12,2,3,13,0,0,H,0,0,0,0,N,,,,,
222,12,Mg,magnesium,"(' 12 magnesium Mg ', 12)",[Ne],12,12,2,3,14,0,0,V,1,0,0,0,Y,,,,,
223,12,Mg,magnesium,"(' 12 magnesium Mg ', 12)",[Ne],12,12,2,3,15,0,0,V,1,0,0,0,Y,,,,,
224,12,Mg,magnesium,"(' 12 magnesium Mg ', 12)",[Ne],12,12,2,3,16,0,0,H,0,0,0,0,N,,,,,
225,12,Mg,magnesium,"(' 12 magnesium Mg ', 12)",[Ne],12,12,2,3,17,0,0,H,0,0,0,0,N,,,,,
226,12,Mg,magnesium,"(' 12 magnesium Mg ', 12)",[Ne],12,12,2,3,18,0,0,H,0,0,0,0,N,,,,,
227,12,Mg,magnesium,"(' 12 magnesium Mg ', 12)",[Ne],12,12,2,3,19,0,0,H,0,0,0,0,N,,,,,
228,13,Al,aluminium,"(' 13 aluminum Al ', 13)",[Ne],13,14,13,3,1,0,0,H,2,0,0,0,N,,,,,
229,13,Al,aluminium,"(' 13 aluminum Al ', 13)",[Ne],13,14,13,3,2,0,0,V,2,0,0,0,N,,,| 14,,
230,13,Al,aluminium,"(' 13 aluminum Al ', 13)",[Ne],13,14,13,3,3,0,0,V,2,0,0,0,N,,,,,
231,13,Al,aluminium,"(' 13 aluminum Al ', 13)",[Ne],13,14,13,3,4,0,0,H,2,0,0,0,N,,,- 4,| 9,- 13
232,13,Al,aluminium,"(' 13 aluminum Al ', 13)",[Ne],13,14,13,3,5,0,0,H,2,0,0,0,N,,- 18,| 2,- 16,
233,13,Al,aluminium,"(' 13 aluminum Al ', 13)",[Ne],13,14,13,3,6,0,0,V,1,0,0,0,Y,- 10,| 6,- 1,| 7,- 12
234,13,Al,aluminium,"(' 13 aluminum Al ', 13)",[Ne],13,14,13,3,7,0,0,V,1,0,0,0,Y,,- 17,| 3,- 19,
235,13,Al,aluminium,"(' 13 aluminum Al ', 13)",[Ne],13,14,13,3,8,0,0,V,0,0,0,0,N,- 11,| 8,- 5,,
236,13,Al,aluminium,"(' 13 aluminum Al ', 13)",[Ne],13,14,13,3,9,0,0,V,0,0,0,0,N,,,,,
237,13,Al,aluminium,"(' 13 aluminum Al ', 13)",[Ne],13,14,13,3,10,0,0,H,0,0,0,0,N,,,| 15,,
238,13,Al,aluminium,"(' 13 aluminum Al ', 13)",[Ne],13,14,13,3,11,0,0,H,0,0,0,0,N,,,,,
239,13,Al,aluminium,"(' 13 aluminum Al ', 13)",[Ne],13,14,13,3,12,0,0,H,0,0,0,0,N,,,,,
240,13,Al,aluminium,"(' 13 aluminum Al ', 13)",[Ne],13,14,13,3,13,0,0,H,0,0,0,0,N,,,,,
241,13,Al,aluminium,"(' 13 aluminum Al ', 13)",[Ne],13,14,13,3,14,0,0,V,1,0,0,0,Y,,,,,
242,13,Al,aluminium,"(' 13 aluminum Al ', 13)",[Ne],13,14,13,3,15,0,0,V,0,0,0,0,N,,,,,
243,13,Al,aluminium,"(' 13 aluminum Al ', 13)",[Ne],13,14,13,3,16,0,0,H,0,0,0,0,N,,,,,
244,13,Al,aluminium,"(' 13 aluminum Al ', 13)",[Ne],13,14,13,3,17,0,0,H,0,0,0,0,N,,,,,
245,13,Al,aluminium,"(' 13 aluminum Al ', 13)",[Ne],13,14,13,3,18,0,0,H,0,0,0,0,N,,,,,
246,13,Al,aluminium,"(' 13 aluminum Al ', 13)",[Ne],13,14,13,3,19,0,0,H,0,0,0,0,N,,,,,
247,14,Si,silicon,"(' 14 silicon Si ', 14)",[Ne],14,14,14,3,1,0,0,H,2,0,0,0,N,,,,,
248,14,Si,silicon,"(' 14 silicon Si ', 14)",[Ne],14,14,14,3,2,0,0,V,2,0,0,0,N,,,| 14,,
249,14,Si,silicon,"(' 14 silicon Si ', 14)",[Ne],14,14,14,3,3,0,0,V,2,0,0,0,N,,,,,
250,14,Si,silicon,"(' 14 silicon Si ', 14)",[Ne],14,14,14,3,4,0,0,H,0,0,0,0,N,,,- 4,| 9,- 13
251,14,Si,silicon,"(' 14 silicon Si ', 14)",[Ne],14,14,14,3,5,0,0,H,0,0,0,0,N,,- 18,| 2,- 16,
252,14,Si,silicon,"(' 14 silicon Si ', 14)",[Ne],14,14,14,3,6,0,0,V,2,0,0,0,N,- 10,| 6,- 1,| 7,- 12
253,14,Si,silicon,"(' 14 silicon Si ', 14)",[Ne],14,14,14,3,7,0,0,V,2,0,0,0,N,,- 17,| 3,- 19,
254,14,Si,silicon,"(' 14 silicon Si ', 14)",[Ne],14,14,14,3,8,0,0,V,2,0,0,0,N,- 11,| 8,- 5,,
255,14,Si,silicon,"(' 14 silicon Si ', 14)",[Ne],14,14,14,3,9,0,0,V,2,0,0,0,N,,,,,
256,14,Si,silicon,"(' 14 silicon Si ', 14)",[Ne],14,14,14,3,10,0,0,H,0,0,0,0,N,,,| 15,,
257,14,Si,silicon,"(' 14 silicon Si ', 14)",[Ne],14,14,14,3,11,0,0,H,0,0,0,0,N,,,,,
258,14,Si,silicon,"(' 14 silicon Si ', 14)",[Ne],14,14,14,3,12,0,0,H,0,0,0,0,N,,,,,
259,14,Si,silicon,"(' 14 silicon Si ', 14)",[Ne],14,14,14,3,13,0,0,H,0,0,0,0,N,,,,,
260,14,Si,silicon,"(' 14 silicon Si ', 14)",[Ne],14,14,14,3,14,0,0,V,0,0,0,0,N,,,,,
261,14,Si,silicon,"(' 14 silicon Si ', 14)",[Ne],14,14,14,3,15,0,0,V,0,0,0,0,N,,,,,
262,14,Si,silicon,"(' 14 silicon Si ', 14)",[Ne],14,14,14,3,16,0,0,H,0,0,0,0,N,,,,,
263,14,Si,silicon,"(' 14 silicon Si ', 14)",[Ne],14,14,14,3,17,0,0,H,0,0,0,0,N,,,,,
264,14,Si,silicon,"(' 14 silicon Si ', 14)",[Ne],14,14,14,3,18,0,0,H,0,0,0,0,N,,,,,
265,14,Si,silicon,"(' 14 silicon Si ', 14)",[Ne],14,14,14,3,19,0,0,H,0,0,0,0,N,,,,,
266,15,P,phosphorus,"(' 15 phosphorus P ', 15)",[Ne],15,16,15,3,1,0,0,H,2,0,0,0,N,,,,,
267,15,P,phosphorus,"(' 15 phosphorus P ', 15)",[Ne],15,16,15,3,2,0,0,V,2,0,0,0,N,,,| 14,,
268,15,P,phosphorus,"(' 15 phosphorus P ', 15)",[Ne],15,16,15,3,3,0,0,V,2,0,0,0,N,,,,,
269,15,P,phosphorus,"(' 15 phosphorus P ', 15)",[Ne],15,16,15,3,4,0,0,H,2,0,0,0,Y,,,- 4,| 9,- 13
270,15,P,phosphorus,"(' 15 phosphorus P ', 15)",[Ne],15,16,15,3,5,0,0,H,2,0,0,0,N,,- 18,| 2,-16,
271,15,P,phosphorus,"(' 15 phosphorus P ', 15)",[Ne],15,16,15,3,6,0,0,V,1,0,0,0,N,- 10,| 6,- 1,| 7,- 12
272,15,P,phosphorus,"(' 15 phosphorus P ', 15)",[Ne],15,16,15,3,7,0,0,V,1,0,0,0,N,,- 17,| 3,-19,
273,15,P,phosphorus,"(' 15 phosphorus P ', 15)",[Ne],15,16,15,3,8,0,0,V,1,0,0,0,N,- 11,| 8,- 5,,
274,15,P,phosphorus,"(' 15 phosphorus P ', 15)",[Ne],15,16,15,3,9,0,0,V,1,0,0,0,N,,,,,
275,15,P,phosphorus,"(' 15 phosphorus P ', 15)",[Ne],15,16,15,3,10,0,0,H,0,0,0,0,N,,,| 15,,
276,15,P,phosphorus,"(' 15 phosphorus P ', 15)",[Ne],15,16,15,3,11,0,0,H,0,0,0,0,N,,,,,
277,15,P,phosphorus,"(' 15 phosphorus P ', 15)",[Ne],15,16,15,3,12,0,0,H,0,0,0,0,N,,,,,
278,15,P,phosphorus,"(' 15 phosphorus P ', 15)",[Ne],15,16,15,3,13,0,0,H,0,0,0,0,N,,,,,
279,15,P,phosphorus,"(' 15 phosphorus P ', 15)",[Ne],15,16,15,3,14,0,0,V,0,0,0,0,N,,,,,
280,15,P,phosphorus,"(' 15 phosphorus P ', 15)",[Ne],15,16,15,3,15,0,0,V,1,0,0,0,N,,,,,
281,15,P,phosphorus,"(' 15 phosphorus P ', 15)",[Ne],15,16,15,3,16,0,0,H,0,0,0,0,N,,,,,
282,15,P,phosphorus,"(' 15 phosphorus P ', 15)",[Ne],15,16,15,3,17,0,0,H,0,0,0,0,N,,,,,
283,15,P,phosphorus,"(' 15 phosphorus P ', 15)",[Ne],15,16,15,3,18,0,0,H,0,0,0,0,N,,,,,
284,15,P,phosphorus,"(' 15 phosphorus P ', 15)",[Ne],15,16,15,3,19,0,0,H,0,0,0,0,N,,,,,
285,16,S,sulfur,"(' 16 sulfur S ', 16)",[Ne],16,16,16,3,1,0,0,H,2,0,0,0,N,,,,,
286,16,S,sulfur,"(' 16 sulfur S ', 16)",[Ne],16,16,16,3,2,0,0,V,2,0,0,0,N,,,| 14,,
287,16,S,sulfur,"(' 16 sulfur S ', 16)",[Ne],16,16,16,3,3,0,0,V,2,0,0,0,N,,,,,
288,16,S,sulfur,"(' 16 sulfur S ', 16)",[Ne],16,16,16,3,4,0,0,H,1,0,0,0,Y,,,- 4,| 9,- 13
289,16,S,sulfur,"(' 16 sulfur S ', 16)",[Ne],16,16,16,3,5,0,0,H,1,0,0,0,Y,,- 18,| 2,- 16,
290,16,S,sulfur,"(' 16 sulfur S ', 16)",[Ne],16,16,16,3,6,0,0,V,2,0,0,0,N,- 10,| 6,- 1,| 7,- 12
291,16,S,sulfur,"(' 16 sulfur S ', 16)",[Ne],16,16,16,3,7,0,0,V,2,0,0,0,N,,- 17,| 3,- 19,
292,16,S,sulfur,"(' 16 sulfur S ', 16)",[Ne],16,16,16,3,8,0,0,V,2,0,0,0,N,- 11,| 8,- 5,,
293,16,S,sulfur,"(' 16 sulfur S ', 16)",[Ne],16,16,16,3,9,0,0,V,2,0,0,0,N,,,,,
294,16,S,sulfur,"(' 16 sulfur S ', 16)",[Ne],16,16,16,3,10,0,0,H,0,0,0,0,N,,,| 15,,
295,16,S,sulfur,"(' 16 sulfur S ', 16)",[Ne],16,16,16,3,11,0,0,H,0,0,0,0,N,,,,,
296,16,S,sulfur,"(' 16 sulfur S ', 16)",[Ne],16,16,16,3,12,0,0,H,0,0,0,0,N,,,,,
297,16,S,sulfur,"(' 16 sulfur S ', 16)",[Ne],16,16,16,3,13,0,0,H,0,0,0,0,N,,,,,
298,16,S,sulfur,"(' 16 sulfur S ', 16)",[Ne],16,16,16,3,14,0,0,V,0,0,0,0,N,,,,,
299,16,S,sulfur,"(' 16 sulfur S ', 16)",[Ne],16,16,16,3,15,0,0,V,0,0,0,0,N,,,,,
300,16,S,sulfur,"(' 16 sulfur S ', 16)",[Ne],16,16,16,3,16,0,0,H,0,0,0,0,N,,,,,
301,16,S,sulfur,"(' 16 sulfur S ', 16)",[Ne],16,16,16,3,17,0,0,H,0,0,0,0,N,,,,,
302,16,S,sulfur,"(' 16 sulfur S ', 16)",[Ne],16,16,16,3,18,0,0,H,0,0,0,0,N,,,,,
303,16,S,sulfur,"(' 16 sulfur S ', 16)",[Ne],16,16,16,3,19,0,0,H,0,0,0,0,N,,,,,
304,17,Cl,chlorine,"(' 17 chlorine Cl ', 17)",[Ne],17,18,17,3,1,0,0,H,2,0,0,0,N,,,,,
305,17,Cl,chlorine,"(' 17 chlorine Cl ', 17)",[Ne],17,18,17,3,2,0,0,V,2,0,0,0,N,,,| 14,,
306,17,Cl,chlorine,"(' 17 chlorine Cl ', 17)",[Ne],17,18,17,3,3,0,0,V,2,0,0,0,N,,,,,
307,17,Cl,chlorine,"(' 17 chlorine Cl ', 17)",[Ne],17,18,17,3,4,0,0,H,2,0,0,0,N,,,- 4,| 9,- 13
308,17,Cl,chlorine,"(' 17 chlorine Cl ', 17)",[Ne],17,18,17,3,5,0,0,H,2,0,0,0,Y,,- 18,| 2,- 16,
309,17,Cl,chlorine,"(' 17 chlorine Cl ', 17)",[Ne],17,18,17,3,6,0,0,V,2,0,0,0,N,- 10,| 6,- 1,| 7,- 12
310,17,Cl,chlorine,"(' 17 chlorine Cl ', 17)",[Ne],17,18,17,3,7,0,0,V,2,0,0,0,N,,- 17,| 3,- 19,
311,17,Cl,chlorine,"(' 17 chlorine Cl ', 17)",[Ne],17,18,17,3,8,0,0,V,0,0,0,0,N,- 11,| 8,- 5,,
312,17,Cl,chlorine,"(' 17 chlorine Cl ', 17)",[Ne],17,18,17,3,9,0,0,V,0,0,0,0,N,,,,,
313,17,Cl,chlorine,"(' 17 chlorine Cl ', 17)",[Ne],17,18,17,3,10,0,0,H,0,0,0,0,N,,,| 15,,
314,17,Cl,chlorine,"(' 17 chlorine Cl ', 17)",[Ne],17,18,17,3,11,0,0,H,0,0,0,0,N,,,,,
315,17,Cl,chlorine,"(' 17 chlorine Cl ', 17)",[Ne],17,18,17,3,12,0,0,H,0,0,0,0,N,,,,,
316,17,Cl,chlorine,"(' 17 chlorine Cl ', 17)",[Ne],17,18,17,3,13,0,0,H,0,0,0,0,N,,,,,
317,17,Cl,chlorine,"(' 17 chlorine Cl ', 17)",[Ne],17,18,17,3,14,0,0,V,2,0,0,0,N,,,,,
318,17,Cl,chlorine,"(' 17 chlorine Cl ', 17)",[Ne],17,18,17,3,15,0,0,V,1,0,0,0,N,,,,,
319,17,Cl,chlorine,"(' 17 chlorine Cl ', 17)",[Ne],17,18,17,3,16,0,0,H,0,0,0,0,N,,,,,
320,17,Cl,chlorine,"(' 17 chlorine Cl ', 17)",[Ne],17,18,17,3,17,0,0,H,0,0,0,0,N,,,,,
321,17,Cl,chlorine,"(' 17 chlorine Cl ', 17)",[Ne],17,18,17,3,18,0,0,H,0,0,0,0,N,,,,,
322,17,Cl,chlorine,"(' 17 chlorine Cl ', 17)",[Ne],17,18,17,3,19,0,0,H,0,0,0,0,N,,,,,
323,18,Ar,argon,"(' 18 argon Ar ', 18)",[Ne],18,22,18,3,1,0,0,H,2,0,0,0,N,,,,,
324,18,Ar,argon,"(' 18 argon Ar ', 18)",[Ne],18,22,18,3,2,0,0,V,2,0,0,0,N,,,| 14,,
325,18,Ar,argon,"(' 18 argon Ar ', 18)",[Ne],18,22,18,3,3,0,0,V,2,0,0,0,N,,,,,
326,18,Ar,argon,"(' 18 argon Ar ', 18)",[Ne],18,22,18,3,4,0,0,H,2,0,0,0,N,,,- 4,| 9,- 13
327,18,Ar,argon,"(' 18 argon Ar ', 18)",[Ne],18,22,18,3,5,0,0,H,2,0,0,0,N,,- 18,| 2,- 16,
328,18,Ar,argon,"(' 18 argon Ar ', 18)",[Ne],18,22,18,3,6,0,0,V,2,0,0,0,N,- 10,| 6,- 1,| 7,- 12
329,18,Ar,argon,"(' 18 argon Ar ', 18)",[Ne],18,22,18,3,7,0,0,V,2,0,0,0,N,,- 17,| 3,- 19,
330,18,Ar,argon,"(' 18 argon Ar ', 18)",[Ne],18,22,18,3,8,0,0,V,2,0,0,0,N,- 11,| 8,- 5,,
331,18,Ar,argon,"(' 18 argon Ar ', 18)",[Ne],18,22,18,3,9,0,0,V,2,0,0,0,N,,,,,
332,18,Ar,argon,"(' 18 argon Ar ', 18)",[Ne],18,22,18,3,10,0,0,H,0,0,0,0,N,,,| 15,,
333,18,Ar,argon,"(' 18 argon Ar ', 18)",[Ne],18,22,18,3,11,0,0,H,0,0,0,0,N,,,,,
334,18,Ar,argon,"(' 18 argon Ar ', 18)",[Ne],18,22,18,3,12,0,0,H,0,0,0,0,N,,,,,
335,18,Ar,argon,"(' 18 argon Ar ', 18)",[Ne],18,22,18,3,13,0,0,H,0,0,0,0,N,,,,,
336,18,Ar,argon,"(' 18 argon Ar ', 18)",[Ne],18,22,18,3,14,0,0,V,0,0,0,0,N,,,,,
337,18,Ar,argon,"(' 18 argon Ar ', 18)",[Ne],18,22,18,3,15,0,0,V,0,0,0,0,N,,,,,
338,18,Ar,argon,"(' 18 argon Ar ', 18)",[Ne],18,22,18,3,16,0,0,H,0,0,0,0,N,,,,,
339,18,Ar,argon,"(' 18 argon Ar ', 18)",[Ne],18,22,18,3,17,0,0,H,0,0,0,0,N,,,,,
340,18,Ar,argon,"(' 18 argon Ar ', 18)",[Ne],18,22,18,3,18,0,0,H,0,0,0,0,N,,,,,
341,18,Ar,argon,"(' 18 argon Ar ', 18)",[Ne],18,22,18,3,19,0,0,H,0,0,0,0,N,,,,,
342,19,K,potassium,"(' 19 potassium K ', 19)",[Ar],19,20,1,4,1,0,0,H,2,0,0,0,N,,,,,
343,19,K,potassium,"(' 19 potassium K ', 19)",[Ar],19,20,1,4,2,0,0,V,2,0,0,0,N,,,| 14,,
344,19,K,potassium,"(' 19 potassium K ', 19)",[Ar],19,20,1,4,3,0,0,V,2,0,0,0,N,,,,,
345,19,K,potassium,"(' 19 potassium K ', 19)",[Ar],19,20,1,4,4,0,0,H,2,0,0,0,N,,,- 4,| 9,â€“13
346,19,K,potassium,"(' 19 potassium K ', 19)",[Ar],19,20,1,4,5,0,0,H,2,0,0,0,N,,- 18,| 2,- 16,
347,19,K,potassium,"(' 19 potassium K ', 19)",[Ar],19,20,1,4,6,0,0,V,2,0,0,0,N,â€“10,| 6,- 1,| 7,â€“12
348,19,K,potassium,"(' 19 potassium K ', 19)",[Ar],19,20,1,4,7,0,0,V,2,0,0,0,N,,- 17,| 3,-19,
349,19,K,potassium,"(' 19 potassium K ', 19)",[Ar],19,20,1,4,8,0,0,V,2,0,0,0,N,- 11,| 8,- 5,,
350,19,K,potassium,"(' 19 potassium K ', 19)",[Ar],19,20,1,4,9,0,0,V,2,0,0,0,N,,,,,
351,19,K,potassium,"(' 19 potassium K ', 19)",[Ar],19,20,1,4,10,0,0,H,0,0,0,0,N,,,| 15,,
352,19,K,potassium,"(' 19 potassium K ', 19)",[Ar],19,20,1,4,11,0,0,H,0,0,0,0,N,,,,,
353,19,K,potassium,"(' 19 potassium K ', 19)",[Ar],19,20,1,4,12,0,0,H,0,0,0,0,N,,,,,
354,19,K,potassium,"(' 19 potassium K ', 19)",[Ar],19,20,1,4,13,0,0,H,0,0,0,0,N,,,,,
355,19,K,potassium,"(' 19 potassium K ', 19)",[Ar],19,20,1,4,14,0,0,V,1,0,0,0,Y,,,,,
356,19,K,potassium,"(' 19 potassium K ', 19)",[Ar],19,20,1,4,15,0,0,V,0,0,0,0,N,,,,,
357,19,K,potassium,"(' 19 potassium K ', 19)",[Ar],19,20,1,4,16,0,0,H,0,0,0,0,N,,,,,
358,19,K,potassium,"(' 19 potassium K ', 19)",[Ar],19,20,1,4,17,0,0,H,0,0,0,0,N,,,,,
359,19,K,potassium,"(' 19 potassium K ', 19)",[Ar],19,20,1,4,18,0,0,H,0,0,0,0,N,,,,,
360,19,K,potassium,"(' 19 potassium K ', 19)",[Ar],19,20,1,4,19,0,0,H,0,0,0,0,N,,,,,
361,20,Ca,calcium,"(' 20 calcium Ca ', 20)",[Ar],20,20,2,4,1,0,0,H,2,0,0,0,N,,,,,
362,20,Ca,calcium,"(' 20 calcium Ca ', 20)",[Ar],20,20,2,4,2,0,0,V,2,0,0,0,N,,,| 14,,
363,20,Ca,calcium,"(' 20 calcium Ca ', 20)",[Ar],20,20,2,4,3,0,0,V,2,0,0,0,N,,,,,
364,20,Ca,calcium,"(' 20 calcium Ca ', 20)",[Ar],20,20,2,4,4,0,0,H,2,0,0,0,N,,,- 4,| 9,â€“13
365,20,Ca,calcium,"(' 20 calcium Ca ', 20)",[Ar],20,20,2,4,5,0,0,H,2,0,0,0,N,,- 18,| 2,- 16,
366,20,Ca,calcium,"(' 20 calcium Ca ', 20)",[Ar],20,20,2,4,6,0,0,V,2,0,0,0,N,â€“10,| 6,- 1,| 7,â€“12
367,20,Ca,calcium,"(' 20 calcium Ca ', 20)",[Ar],20,20,2,4,7,0,0,V,2,0,0,0,N,,- 17,| 3,-19,
368,20,Ca,calcium,"(' 20 calcium Ca ', 20)",[Ar],20,20,2,4,8,0,0,V,2,0,0,0,N,- 11,| 8,- 5,,
369,20,Ca,calcium,"(' 20 calcium Ca ', 20)",[Ar],20,20,2,4,9,0,0,V,2,0,0,0,N,,,,,
370,20,Ca,calcium,"(' 20 calcium Ca ', 20)",[Ar],20,20,2,4,10,0,0,H,0,0,0,0,N,,,| 15,,
371,20,Ca,calcium,"(' 20 calcium Ca ', 20)",[Ar],20,20,2,4,11,0,0,H,0,0,0,0,N,,,,,
372,20,Ca,calcium,"(' 20 calcium Ca ', 20)",[Ar],20,20,2,4,12,0,0,H,0,0,0,0,N,,,,,
373,20,Ca,calcium,"(' 20 calcium Ca ', 20)",[Ar],20,20,2,4,13,0,0,H,0,0,0,0,N,,,,,
374,20,Ca,calcium,"(' 20 calcium Ca ', 20)",[Ar],20,20,2,4,14,0,0,V,1,0,0,0,Y,,,,,
375,20,Ca,calcium,"(' 20 calcium Ca ', 20)",[Ar],20,20,2,4,15,0,0,V,1,0,0,0,Y,,,,,
376,20,Ca,calcium,"(' 20 calcium Ca ', 20)",[Ar],20,20,2,4,16,0,0,H,0,0,0,0,N,,,,,
377,20,Ca,calcium,"(' 20 calcium Ca ', 20)",[Ar],20,20,2,4,17,0,0,H,0,0,0,0,N,,,,,
378,20,Ca,calcium,"(' 20 calcium Ca ', 20)",[Ar],20,20,2,4,18,0,0,H,0,0,0,0,N,,,,,
379,20,Ca,calcium,"(' 20 calcium Ca ', 20)",[Ar],20,20,2,4,19,0,0,H,0,0,0,0,N,,,,,
380,21,Sc,scandium,"(' 21 scandium Sc ', 21)",[Ar],21,24,3,4,1,0,0,H,2,0,0,0,N,,,,,
381,21,Sc,scandium,"(' 21 scandium Sc ', 21)",[Ar],21,24,3,4,2,0,0,V,2,0,0,0,N,,,| 14,,
382,21,Sc,scandium,"(' 21 scandium Sc ', 21)",[Ar],21,24,3,4,3,0,0,V,2,0,0,0,N,,,,,
383,21,Sc,scandium,"(' 21 scandium Sc ', 21)",[Ar],21,24,3,4,4,0,0,H,2,0,0,0,N,,,- 4,| 9,â€“13
384,21,Sc,scandium,"(' 21 scandium Sc ', 21)",[Ar],21,24,3,4,5,0,0,H,2,0,0,0,N,,- 18,| 2,- 16,
385,21,Sc,scandium,"(' 21 scandium Sc ', 21)",[Ar],21,24,3,4,6,0,0,V,2,0,0,0,N,â€“10,| 6,- 1,| 7,â€“12
386,21,Sc,scandium,"(' 21 scandium Sc ', 21)",[Ar],21,24,3,4,7,0,0,V,2,0,0,0,N,,- 17,| 3,-19,
387,21,Sc,scandium,"(' 21 scandium Sc ', 21)",[Ar],21,24,3,4,8,0,0,V,2,0,0,0,N,- 11,| 8,- 5,,
388,21,Sc,scandium,"(' 21 scandium Sc ', 21)",[Ar],21,24,3,4,9,0,0,V,2,0,0,0,N,,,,,
389,21,Sc,scandium,"(' 21 scandium Sc ', 21)",[Ar],21,24,3,4,10,0,0,H,1,0,0,0,Y,,,| 15,,
390,21,Sc,scandium,"(' 21 scandium Sc ', 21)",[Ar],21,24,3,4,11,0,0,H,0,0,0,0,N,,,,,
391,21,Sc,scandium,"(' 21 scandium Sc ', 21)",[Ar],21,24,3,4,12,0,0,H,1,0,0,0,N,,,,,
392,21,Sc,scandium,"(' 21 scandium Sc ', 21)",[Ar],21,24,3,4,13,0,0,H,0,0,0,0,N,,,,,
393,21,Sc,scandium,"(' 21 scandium Sc ', 21)",[Ar],21,24,3,4,14,0,0,V,1,0,0,0,Y,,,,,
394,21,Sc,scandium,"(' 21 scandium Sc ', 21)",[Ar],21,24,3,4,15,0,0,V,0,0,0,0,N,,,,,
395,21,Sc,scandium,"(' 21 scandium Sc ', 21)",[Ar],21,24,3,4,16,0,0,H,0,0,0,0,N,,,,,
396,21,Sc,scandium,"(' 21 scandium Sc ', 21)",[Ar],21,24,3,4,17,0,0,H,0,0,0,0,N,,,,,
397,21,Sc,scandium,"(' 21 scandium Sc ', 21)",[Ar],21,24,3,4,18,0,0,H,0,0,0,0,N,,,,,
398,21,Sc,scandium,"(' 21 scandium Sc ', 21)",[Ar],21,24,3,4,19,0,0,H,0,0,0,0,N,,,,,
399,22,Ti,titanium,"(' 22 titanium Ti ', 22)",[Ar],22,26,4,4,1,0,0,H,2,0,0,0,N,,,,,
400,22,Ti,titanium,"(' 22 titanium Ti ', 22)",[Ar],22,26,4,4,2,0,0,V,2,0,0,0,N,,,| 14,,
401,22,Ti,titanium,"(' 22 titanium Ti ', 22)",[Ar],22,26,4,4,3,0,0,V,2,0,0,0,N,,,,,
402,22,Ti,titanium,"(' 22 titanium Ti ', 22)",[Ar],22,26,4,4,4,0,0,H,2,0,0,0,N,,,- 4,| 9,â€“13
